X1,X2,X3,X4,X5,X6,X7
30.92,21.02,66.34,8,NA,10,12
82.94,69.08,63.03,4,NA,10,14
78.8,69.8,73.95,15,NA,9,16
69.98,48.02,45.57,4,NA,10,17
44.6,35.6,70.48,16,32,10,20
NA,NA,NA,15,NA,10,15
91.94,62.06,37.1,22,28,10,17
NA,NA,NA,5,NA,10,6
42.08,28.94,59.36,5,NA,10,20
69.08,57.02,65.44,4,NA,10,8
46.94,44.96,92.78,6,NA,4,15
42.1,39.9,91.84,7,NA,2.5,10
68,50,52.51,7,NA,10,16
39.92,37.04,89.34,3,NA,7,12
66.92,53.06,61.03,6,NA,10,10
64.94,26.96,23.68,18,28,10,6
46.94,37.04,68.28,6,NA,10,13
NA,NA,NA,5,NA,10,23
NA,NA,NA,9,NA,10,6
NA,NA,NA,7,NA,10,23
62.06,60.98,96.25,4,NA,1,10
71.06,59,65.67,7,NA,10,7
71.06,68,90.06,0,NA,10,8
78.08,64.04,62.05,5,NA,10,19
NA,NA,NA,7,NA,10,19
32,28.94,88.32,10,NA,6,15
80.96,75.92,84.69,0,NA,10,10
39.02,37.04,92.53,3,NA,0.25,13
66.02,57.92,75.12,7,NA,8,10
NA,NA,NA,5,NA,10,18
39.02,24.08,54.68,15,21,10,8
53.96,37.04,52.61,20,26,10,7
NA,NA,NA,4,NA,10,19
46.94,35.06,63.13,5,NA,10,9
45,45,100,0,NA,5,12
NA,NA,NA,8,NA,10,22
46.94,35.06,63.13,10,NA,10,9
NA,NA,NA,15,NA,10,19
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,10,17
59,50,72.01,4,NA,10,7
39.02,37.04,92.53,5,NA,2.5,11
44.96,42.08,89.56,0,NA,10,6
71.06,57.02,61.16,0,NA,10,8
57.92,37.94,47.22,15,23,10,21
89.96,75.02,61.61,13,NA,10,20
55.94,44.96,66.52,0,NA,10,13
62.06,55.04,77.75,4,NA,10,9
57.92,48.02,69.52,9,NA,10,12
NA,NA,NA,10,NA,10,20
71.96,62.96,73.3,5,NA,9,6
53.06,39.02,58.77,8,NA,10,9
78.98,64.94,62.16,5,NA,10,16
24.98,21.92,87.96,0,NA,9,7
91.04,64.04,40.9,11,NA,10,19
42.98,42.08,96.6,10,NA,2,17
NA,NA,NA,8,NA,9,22
19.94,12.92,73.77,4,NA,10,9
12.92,3.92,66.68,6,NA,10,8
NA,NA,NA,5,NA,10,18
60.08,57.02,89.61,4,NA,9,14
NA,NA,NA,NA,NA,10,11
69.08,57.92,67.59,4,NA,8,18
71.06,53.06,52.95,6,NA,10,11
87.98,21.02,8.58,9,NA,10,10
NA,NA,NA,0,NA,10,21
80.96,59,47.23,4,NA,10,16
57.02,48.92,74.27,6,NA,10,8
55.04,35.96,48.47,0,NA,10,17
39.92,28.04,62.21,10,NA,10,10
35.6,24.8,64.46,18,24,10,7
73.94,35.96,25.03,10,NA,10,19
NA,NA,NA,10,NA,8,12
68,55.4,64.04,0,NA,10,13
30.02,19.94,65.72,0,NA,10,14
62.06,57.92,86.29,6,NA,9,15
NA,NA,NA,5,NA,0.25,9
53.96,21.02,27.33,15,22,10,13
NA,NA,NA,9,NA,10,20
91.94,46.04,20.65,7,NA,10,22
73.04,64.94,75.75,23,30,9,15
66.92,60.08,78.66,3,NA,7,7
73.04,68,84.22,0,NA,10,11
NA,NA,NA,9,NA,10,14
55.94,53.06,90.03,15,21,10,14
42.98,37.04,79.38,0,NA,10,8
46.4,42.8,87.19,3,NA,10,7
78.98,62.96,57.99,4,NA,10,21
69.08,66.92,92.83,0,NA,5,11
NA,NA,NA,NA,NA,NA,NA
55.04,53.96,96.14,0,NA,3,12
86,73.04,65.35,3,NA,10,20
71.96,66.02,81.57,9,NA,8,9
35.06,26.96,72.03,6,NA,10,10
80.06,26.96,14.2,6,NA,10,16
79,66.9,66.49,20,26,10,18
NA,NA,NA,19,NA,10,9
39.02,15.98,38.72,12,16,10,15
57.02,53.96,89.48,3,NA,10,11
51.98,44.06,74.29,4,NA,10,13
66.92,48.92,52.35,4,NA,10,14
66.9,63,87.28,14,NA,10,13
53.96,33.08,44.95,12,NA,10,20
15.1,10.9,83.11,6,NA,10,11
NA,NA,NA,NA,NA,NA,NA
59,37,43.78,10,NA,10,14
42.08,35.96,78.74,0,NA,10,6
48.02,30.02,49.5,9,NA,10,14
57.02,33.08,40.22,0,NA,10,13
NA,NA,NA,4,NA,10,11
NA,NA,NA,13,NA,10,20
48.92,46.04,89.73,7,NA,10,13
NA,NA,NA,8,NA,10,6
26.06,19.04,74.41,11,NA,9,14
87.08,69.98,56.92,10,NA,10,16
15.98,8.96,73.34,11,NA,1.5,13
NA,NA,NA,3,NA,10,16
71.96,60.08,66.2,11,NA,10,23
71.96,64.04,76.13,4,NA,10,13
NA,NA,NA,13,NA,10,7
64.04,46.94,53.73,0,NA,10,11
30.02,-0.04,26.89,6,NA,10,13
50,42.98,76.71,7,20,10,12
NA,NA,NA,12,NA,8,7
44.06,35.06,70.42,9,NA,9,21
26.6,17.6,68.4,20,25,1.75,16
NA,NA,NA,15,NA,10,20
53.96,48.02,80.25,4,NA,10,11
53.06,48.02,82.94,5,NA,10,8
69.98,66.92,90.02,0,NA,10,6
73.94,66.02,76.31,3,NA,10,7
66.92,51.08,56.73,11,NA,10,20
77,70,79.02,0,NA,10,9
NA,NA,NA,4,NA,10,7
71.96,64.94,78.57,14,NA,10,14
37.04,28.04,69.63,8,NA,10,13
62.6,41,45.04,0,NA,10,15
51.08,42.08,71.19,5,NA,10,6
NA,NA,NA,0,NA,5,8
60.98,17.96,18.63,5,NA,10,13
24.8,21.2,85.96,10,NA,1,13
NA,NA,NA,14,NA,10,11
32,23,69.04,13,NA,10,15
71.06,69.08,93.47,6,NA,2.5,9
64.94,57.92,77.99,9,NA,10,12
NA,NA,NA,4,NA,10,11
73.04,32,22.03,5,NA,10,12
50,23,34.39,0,NA,10,18
28.94,24.08,81.8,6,NA,10,13
53.96,46.04,74.48,16,27,10,13
NA,NA,NA,0,NA,9,13
NA,NA,NA,NA,NA,NA,NA
25,18,74.36,19,24,8,16
NA,NA,NA,5,NA,10,10
89.96,73.94,59.42,3,NA,10,16
68,68,100,0,NA,0.75,14
78.08,75.02,90.33,0,NA,10,13
53.96,51.08,89.95,5,NA,10,11
46.04,26.96,47.05,7,NA,10,11
NA,NA,NA,2,NA,10,8
62.6,53.6,72.38,5,NA,10,12
73.9,73,97.02,0,NA,10,6
39.92,35.06,82.6,5,NA,10,14
75.02,62.06,64.07,24,30,10,21
26.06,17.96,71.04,6,NA,10,15
43,37.2,79.82,15,22,10,20
88,66.9,49.73,12,NA,10,18
62.96,53.96,72.42,5,NA,10,18
64.4,37.4,36.74,0,NA,15,20
23,6.08,47.7,11,18,10,16
55.4,53.6,93.65,5,NA,4,9
NA,NA,NA,5,NA,10,17
71.96,60.08,66.2,7,NA,10,19
NA,NA,NA,4,NA,10,14
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,9,10
66.92,60.08,78.66,4,NA,10,10
59,53.96,83.34,12,16,10,22
55.94,42.08,59.58,4,NA,10,14
81,73,76.7,6,NA,10,14
55.94,46.04,69.3,0,NA,10,15
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,NA,10,6
26.1,12,54.68,8,NA,10,10
48.02,28.04,45.65,11,18,10,16
64.4,53.6,67.95,6,NA,10,23
73,64,73.4,5,NA,9,16
78.98,69.98,73.97,6,NA,NA,9
62.96,48.02,58.12,0,NA,10,16
NA,NA,NA,9,NA,10,21
42.98,21.92,42.84,8,NA,10,16
57.92,37.94,47.22,4,NA,10,17
NA,NA,NA,NA,NA,NA,NA
84.02,68,58.65,17,24,10,22
57.92,48.02,69.52,4,NA,10,9
21.02,14,73.88,0,NA,10,7
62.96,53.06,70.07,13,20,9,21
NA,NA,NA,3,NA,4,6
NA,NA,NA,NA,NA,NA,NA
68,64.94,89.94,5,NA,10,6
71.06,64.04,78.49,5,NA,7,13
23,3.92,43.21,13,19,10,11
78.98,71.06,76.74,12,20,10,13
62.96,55.94,77.83,8,NA,10,17
73.94,69.98,87.45,0,NA,10,8
93.92,28.94,9.91,7,NA,10,20
53.06,30.02,41.05,11,NA,10,12
71.96,55.04,55.22,9,NA,10,19
NA,NA,NA,3,NA,10,12
75.92,71.96,87.55,0,NA,10,13
51.98,42.98,71.28,8,NA,10,15
60.98,28.94,29.52,8,NA,10,14
NA,NA,NA,5,NA,10,9
89.96,71.06,53.91,6,NA,10,22
46.94,26.96,45.48,5,NA,10,9
87.98,51.98,29.2,9,NA,10,21
51.08,35.06,54.09,3,NA,10,15
57.92,53.96,86.63,4,NA,10,7
105.98,39.92,10.67,6,NA,10,20
42.8,28.4,56.48,15,20,10,16
NA,NA,NA,5,NA,10,13
75.2,66.02,73.15,13,NA,10,13
41,35.96,82.09,4,NA,10,5
53.06,46.04,76.98,14,19,10,17
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,NA,10,20
NA,NA,NA,4,NA,10,11
73.4,71.6,94.1,0,NA,10,7
64.9,46.9,52.06,4,NA,10,16
28.04,21.02,74.61,6,NA,10,14
64.04,59,83.66,0,NA,6,13
NA,NA,NA,3,NA,10,12
46.4,44.6,93.4,3,NA,0.12,16
73.94,69.98,87.45,6,NA,10,13
19.94,15.08,81.09,10,18,2.5,20
42.98,30.92,62.16,10,NA,10,16
77,53.06,43.38,7,NA,10,21
64.04,44.06,48.17,11,18,10,14
57.02,15.08,18.94,13,NA,10,22
NA,NA,NA,10,NA,10,10
77,62.96,61.91,7,NA,10,19
33.98,26.96,75.2,17,27,7,12
46.04,23,39.9,6,NA,10,17
NA,NA,NA,3,NA,10,7
NA,NA,NA,NA,NA,NA,NA
51.08,48.02,89.22,4,NA,7,12
96.08,62.96,33.69,0,NA,10,18
37.94,19.94,47.89,7,NA,10,18
62.06,53.96,74.75,3,NA,10,10
NA,NA,NA,8,NA,10,13
66.2,62.6,88.18,9,NA,10,7
69.98,60.08,70.81,15,23,10,17
55.94,37.94,50.72,5,NA,10,7
NA,NA,NA,6,NA,10,16
NA,NA,NA,7,NA,10,17
59,53.06,80.64,8,NA,8,10
71.96,64.04,76.13,0,NA,9,14
53.06,48.92,85.78,3,NA,10,11
60.1,55,83.23,0,NA,8,11
55.04,39.02,54.67,12,NA,10,17
NA,NA,NA,8,NA,10,6
NA,NA,NA,4,NA,10,6
35.96,17.96,47.57,22,NA,10,22
73.94,71.06,90.73,9,NA,10,9
NA,NA,NA,NA,NA,NA,NA
19.94,8.06,59.4,18,NA,10,18
26.06,19.04,74.41,4,NA,10,7
NA,NA,NA,9,NA,10,20
102.92,57.02,22.16,5,NA,10,23
75.92,71.06,84.92,7,NA,10,8
71.96,64.04,76.13,0,NA,10,16
66.02,41,39.96,3,NA,10,10
60.08,48.92,66.56,4,NA,10,8
87.98,23,9.33,11,NA,10,17
66.92,60.98,81.22,4,NA,10,10
48.02,37.94,67.92,7,NA,10,13
32,17.96,55.72,5,NA,10,17
30.02,24.08,78.27,7,NA,7,21
60.08,53.06,77.59,12,NA,10,14
57.02,30.02,35.54,17,24,10,10
55.94,46.04,69.3,7,NA,10,17
37.94,26.06,61.94,3,NA,9,16
66.92,55.04,65.61,6,NA,10,18
62.96,57.92,83.6,13,NA,10,9
53.06,37.94,56.34,8,NA,10,8
48.92,41,73.99,7,NA,10,9
44.06,42.98,95.95,6,NA,2.5,10
NA,NA,NA,10,NA,10,9
46.94,37.94,70.74,3,NA,9,16
NA,NA,NA,7,NA,10,8
53.96,24.08,31.09,9,19,10,17
NA,NA,NA,14,23,10,19
46.04,39.02,76.35,6,NA,10,7
69.8,64.4,82.98,31,39,NA,13
73.94,55.94,53.37,18,24,10,23
80.96,66.92,62.4,7,NA,10,18
33.98,12.92,41.33,17,NA,10,13
69.8,66.2,88.34,11,NA,10,17
NA,NA,NA,5,NA,10,18
39.02,35.06,85.55,3,NA,10,13
28.04,24.08,84.87,0,NA,9,12
84.02,42.98,23.63,12,17,10,21
39.02,32,75.69,3,NA,10,14
NA,NA,NA,NA,NA,NA,NA
8.06,-7.06,49.27,5,NA,10,8
96.08,68,40.14,11,NA,10,22
35.06,24.98,66.36,13,NA,9,12
NA,NA,NA,9,15,7,17
35.96,28.04,72.66,9,NA,10,14
64,53.1,67.66,4,NA,8,19
66.92,60.08,78.66,0,NA,10,8
19.04,3.02,49.03,8,NA,10,10
66.02,60.98,83.79,3,NA,10,11
NA,NA,NA,5,NA,9,7
47.3,37.4,68.32,0,NA,10,17
66.02,50,56.23,8,NA,10,16
64.94,62.06,90.39,7,NA,10,6
77,57.02,50.11,7,NA,10,16
NA,NA,NA,NA,NA,NA,NA
71.06,42.08,35.04,5,NA,10,18
78.98,42.08,26.89,4,NA,10,23
NA,NA,NA,3,NA,0.25,13
60.08,57.02,89.61,8,NA,3,16
68,50,52.51,6,NA,10,18
84.02,64.04,51.12,8,NA,5,17
75,57.9,55.28,14,18,10,18
60.08,55.04,83.41,3,NA,6,13
87.08,64.04,46.35,5,NA,10,18
32,26.06,78.45,6,NA,8,22
71.96,64.94,78.57,11,NA,10,24
NA,NA,NA,10,NA,10,19
73.94,64.04,71.22,10,16,10,15
NA,NA,NA,8,NA,10,6
26.6,17.6,NA,NA,NA,10,11
NA,NA,NA,0,NA,10,24
82.4,33.8,17.38,4,NA,10,19
91.04,64.04,40.9,11,20,10,21
NA,NA,NA,16,NA,10,15
60.98,55.04,80.78,3,NA,10,8
71.06,62.06,73.22,6,NA,10,7
53.06,46.04,76.98,9,NA,10,14
44.06,19.94,37.79,0,NA,10,20
NA,NA,NA,10,NA,10,20
NA,NA,NA,4,NA,8,14
NA,NA,NA,12,NA,10,7
42.98,41,92.65,5,NA,3,18
NA,NA,NA,5,NA,10,12
64.94,59,81.07,10,NA,9,9
44.06,35.06,70.42,5,NA,10,21
93.92,68,42.91,5,NA,10,20
NA,NA,NA,13,NA,10,9
84.02,71.96,67.15,6,NA,10,6
26.96,15.98,62.83,0,NA,10,6
30.2,28.4,92.92,6,NA,2.5,11
68,66.2,93.97,6,NA,3,8
NA,NA,NA,7,NA,10,12
55.94,48.92,77.23,7,NA,10,7
19.94,6.08,54.3,6,NA,10,9
23,17.96,80.71,7,NA,9,9
33.98,14,43.34,16,NA,10,18
26.06,6.08,41.98,20,29,10,21
NA,NA,NA,3,NA,10,15
55.04,42.08,61.56,4,NA,10,19
64.4,62.6,93.88,8,NA,6,12
64.04,32,30.01,9,20,10,19
57.92,53.96,86.63,6,NA,7,11
66.92,37.04,33.19,7,NA,10,20
68,53.96,60.77,7,NA,10,20
-0.94,-9.04,67.74,8,NA,10,7
15.8,6.8,67.05,5,NA,10,7
57.92,55.94,93.1,0,NA,2.5,10
62.96,59,86.9,12,17,7,14
NA,NA,NA,3,NA,1.5,15
51.98,46.94,82.87,0,NA,10,8
NA,NA,NA,8,NA,10,19
NA,NA,NA,2,NA,10,7
NA,NA,NA,7,NA,2,9
19.04,10.04,67.46,10,NA,10,20
77,77,100,5,NA,9,12
NA,NA,NA,4,NA,10,7
84.02,62.96,49.22,7,NA,9,19
30.92,12.92,46.74,14,24,10,13
37.04,28.94,72.24,5,NA,10,6
NA,NA,NA,6,NA,10,10
41,39.92,95.9,8,NA,0.5,14
69.98,69.08,96.97,4,NA,6,11
44.1,39.9,85.06,0,NA,5,8
NA,NA,NA,3,NA,10,7
46.94,42.08,83.09,10,NA,10,11
53.6,48.2,81.87,5,NA,6,21
NA,NA,NA,8,NA,10,20
82.04,69.98,66.93,18,25,10,20
57.92,44.06,59.84,7,NA,10,10
44.06,41,88.9,3,NA,7,16
28.94,26.06,88.82,4,NA,9,13
53.06,26.96,36.22,5,NA,10,1
53.96,48.02,80.25,0,NA,10,10
37.94,35.96,92.49,8,NA,3,10
NA,NA,NA,3,NA,6,18
28.94,23,78.18,4,NA,5,14
35.06,26.06,69.4,6,NA,10,15
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,NA,10,10
71.96,44.96,37.95,9,NA,10,21
NA,NA,NA,6,NA,10,16
42.8,33.8,70.28,4,NA,10,16
73.04,57.02,57.2,4,NA,10,10
57.92,51.98,80.55,6,NA,8,10
57.92,50,74.86,3,NA,10,21
66.92,26.06,21.3,8,NA,10,9
78.98,66.92,66.58,9,NA,10,15
64.04,62.06,93.28,3,NA,10,9
77,75.02,93.62,5,NA,7,8
NA,NA,NA,7,NA,10,23
66.02,46.04,48.47,6,NA,10,19
33.08,21.02,60.81,9,NA,10,13
64.4,60.8,88.09,16,19,10,0
62.6,53.6,72.38,3,NA,10,12
57.02,46.04,66.65,9,NA,10,17
42.08,32,67.22,3,NA,9,13
55.94,48.92,77.23,7,NA,10,7
71.06,51.98,50.89,13,NA,10,6
57.92,51.98,80.55,5,NA,10,7
64.04,60.08,86.95,11,NA,5,9
NA,NA,NA,4,NA,6,9
62.96,57.92,83.6,0,NA,3,17
46.94,44.06,89.65,5,NA,4,8
78.08,73.94,87.12,14,17,10,8
51.08,32,47.85,11,NA,10,8
28.94,19.94,68.68,0,NA,10,8
NA,NA,NA,22,NA,10,18
NA,NA,NA,7,NA,10,8
68,57.2,68.35,12,NA,7,18
64.94,59,81.07,0,NA,2.5,15
71.06,28.94,20.8,5,NA,10,9
57.92,53.06,83.82,6,NA,10,9
66.92,51.98,58.65,9,NA,10,14
35.96,30.02,78.79,5,NA,10,14
NA,NA,NA,5,NA,10,6
75.92,71.96,87.55,0,NA,7,11
57.02,51.08,80.49,3,NA,6,10
66.92,59,75.69,0,NA,10,10
86,73.9,67.27,5,NA,10,19
NA,NA,NA,0,NA,10,9
NA,NA,NA,6,NA,10,12
42.98,32,64.93,0,NA,10,9
NA,NA,NA,5,NA,10,16
28.94,19.04,66.09,3,NA,10,10
NA,NA,NA,7,NA,9,6
37.94,37.94,100,6,NA,2.5,8
53.96,37.94,54.51,21,34,10,21
NA,NA,NA,4,NA,10,14
37.04,24.08,59.09,10,NA,10,6
64.4,60.8,88.09,8,NA,5,13
84.02,75.02,74.43,16,NA,10,20
24.08,5,43.4,12,NA,10,9
75.02,69.98,84.34,12,NA,10,16
NA,NA,NA,7,NA,10,15
48.02,37.94,67.92,4,NA,10,11
91.04,66.92,45.22,6,NA,8,16
78.98,55.94,45.14,7,NA,10,22
69.08,59,70.26,7,NA,10,17
75.02,66.02,73.59,3,NA,10,9
73.94,60.98,63.94,12,NA,10,15
75.02,35.96,24.14,11,NA,10,19
78.08,75.02,90.33,0,NA,10,11
84.02,73.94,71.78,7,14,9,18
69.08,60.08,73.02,7,NA,9,10
73.04,69.98,90.14,4,NA,5,8
73.04,66.92,81.14,5,NA,10,11
NA,NA,NA,4,NA,6,6
42.98,30.02,59.93,6,NA,10,13
57.92,48.92,71.9,0,NA,10,6
60.1,57,89.48,3,NA,9,14
50,23,34.39,3,NA,10,20
NA,NA,NA,9,NA,10,11
46.04,39.02,76.35,9,NA,10,23
48.9,46.9,92.77,3,NA,2,10
84.02,66.92,56.51,7,NA,10,19
82.04,62.96,52.47,9,NA,10,15
46.94,24.98,41.89,5,NA,10,14
15.08,6.98,69.75,11,NA,10,7
59,55.04,86.69,8,NA,10,16
NA,NA,NA,NA,NA,NA,NA
75.92,62.06,62.17,0,NA,10,18
19.94,12.02,70.89,5,NA,10,13
53.06,50,89.31,7,NA,5,9
48.02,24.98,40.22,15,NA,10,10
57.02,55.04,93.08,0,NA,4,19
39.9,23,50.5,4,NA,10,18
NA,NA,NA,5,NA,7,14
59,55.94,89.57,3,NA,10,9
53.96,37.94,54.51,13,17,10,10
59,51.98,77.49,8,16,10,15
55.94,50,80.4,8,18,10,11
89.06,69.98,53.46,10,NA,10,18
64.94,48.92,56.08,5,NA,10,7
NA,NA,NA,8,NA,10,18
35.96,28.04,72.66,11,NA,10,12
69.98,68,93.44,11,NA,9,6
48.2,33.8,57.26,10,NA,10,16
NA,NA,NA,11,NA,10,7
60.8,59,93.79,0,NA,1.75,9
48.92,41,73.99,4,NA,10,12
84.92,68,56.98,4,NA,10,16
71.96,64.94,78.57,5,NA,10,9
70,69.1,96.97,6,NA,0.12,12
15.08,1.94,55.35,10,NA,10,15
46.94,17.96,31.12,9,NA,10,9
NA,NA,NA,NA,NA,9,15
NA,NA,NA,4,NA,10,6
62.06,57.92,86.29,11,NA,7,8
91.04,26.06,9.63,5,NA,10,16
19.94,10.04,64.92,4,NA,10,18
NA,NA,NA,0,NA,10,17
39.92,26.96,59.5,0,NA,10,17
33.98,23,63.77,8,NA,10,19
NA,NA,NA,7,NA,10,16
66.92,57.92,72.81,8,NA,10,14
104,53.96,19.2,8,NA,10,19
78.98,62.06,56.18,10,NA,10,22
42.08,30.02,62.04,10,NA,10,15
45,43,92.65,0,NA,10,9
53.06,42.98,68.5,5,NA,10,13
73.04,59,61.41,9,NA,10,22
NA,NA,NA,0,NA,10,14
51.98,44.96,76.88,3,NA,8,14
59,32,35.87,6,NA,10,21
42.98,37.94,82.24,8,NA,10,6
84.2,51.8,32.73,0,NA,7,20
NA,NA,NA,16,NA,10,18
66.02,39.92,38.32,21,34,10,17
35.06,32,88.47,19,24,9,10
69.08,55.94,62.93,12,NA,10,21
30.02,24.98,81.27,12,NA,3,22
71.06,60.98,70.47,16,21,10,7
NA,NA,NA,2,NA,6,7
37.94,28.04,67.21,18,25,10,10
57.02,30.92,36.87,13,21,10,16
NA,NA,NA,8,NA,10,9
NA,NA,NA,NA,NA,NA,NA
69.98,35.06,27.62,9,NA,10,17
78.08,66.02,66.48,12,NA,10,15
NA,NA,NA,11,NA,10,14
50,46.04,86.19,14,NA,8,17
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,NA,10,21
50,46.04,86.19,0,NA,10,11
63,61,93.18,0,NA,6,11
82.04,44.06,26.25,9,NA,10,8
NA,NA,NA,12,NA,5,21
71.06,66.92,86.77,4,NA,10,15
78.98,53.96,42,18,25,10,16
55.94,53.06,90.03,7,NA,6,9
75.02,51.08,43.08,17,22,10,20
82.94,66.92,58.51,8,NA,10,17
39.02,21.92,49.93,5,NA,10,20
44.96,32,60.2,7,NA,10,12
55.9,53.1,90.29,10,16,3,13
NA,NA,NA,9,NA,10,22
73.94,66.92,78.72,5,NA,10,9
75.02,68,78.81,8,NA,6,7
96.08,73.04,47.66,4,NA,10,19
NA,NA,NA,5,NA,10,11
39.2,19.4,44.55,11,20,10,10
NA,NA,NA,10,NA,10,22
71.06,41,33.61,5,NA,9,7
NA,NA,NA,2,NA,10,14
NA,NA,NA,8,NA,10,15
NA,NA,NA,8,NA,8,9
NA,NA,NA,3,NA,10,9
55.04,46.04,71.6,0,NA,10,6
78.08,69.08,73.88,6,NA,10,17
66.2,66.2,100,5,NA,4,10
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10,21
30.92,24.08,75.46,10,NA,8,15
46.94,30.92,53.47,3,NA,10,6
78.08,68,71.19,8,NA,10,13
42.98,39.92,88.85,0,NA,10,9
53.06,30.02,41.05,8,NA,10,8
82.94,42.98,24.46,11,17,10,22
84.92,80.06,85.42,5,NA,10,17
50,30.92,47.68,10,NA,10,10
NA,NA,NA,5,NA,10,20
NA,NA,NA,11,NA,10,20
NA,NA,NA,5,NA,10,7
NA,NA,NA,NA,NA,NA,NA
80.96,55.94,42.3,8,NA,10,18
NA,NA,NA,8,NA,10,15
55.94,NA,NA,10,NA,2,16
NA,NA,NA,5,NA,10,16
NA,NA,NA,14,19,8,11
75.02,68,78.81,5,NA,9,10
66.02,41,39.96,3,NA,10,20
73.94,64.94,73.49,5,NA,10,7
42.08,33.08,70.2,0,NA,10,11
NA,NA,NA,NA,NA,NA,NA
87.98,73.04,61.36,6,NA,10,20
NA,NA,NA,8,NA,10,14
-9.04,-20.92,54.83,0,NA,10,5
NA,NA,NA,4,NA,10,6
64.94,55.04,70.28,9,NA,10,22
51.98,48.92,89.26,3,NA,10,11
35.96,17.06,45.76,5,NA,10,19
NA,NA,NA,9,NA,10,15
78.98,64.04,60.23,10,NA,6,14
69.98,57.92,65.54,0,NA,7,9
NA,NA,NA,NA,NA,NA,NA
44.96,26.06,47.23,15,20,10,21
51.08,37.04,58.49,5,NA,10,14
46.94,39.92,76.43,13,NA,10,16
37.4,21.2,51.61,14,NA,10,22
62.06,62.06,100,0,NA,10,11
66.02,53.06,62.96,17,21,10,14
NA,NA,NA,4,NA,10,7
35.06,33.98,95.79,6,NA,6,9
3.02,-2.92,75.68,4,NA,10,9
55.04,21.92,27.3,6,14,10,19
82.94,71.06,67.44,14,NA,10,15
80.96,51.08,35.4,5,NA,10,17
66.92,15.98,13.89,10,NA,10,11
80.96,69.08,67.22,8,NA,10,9
NA,NA,NA,NA,NA,NA,NA
33.08,26.96,77.96,5,NA,10,11
69.98,53.96,56.78,13,19,10,13
86,75.92,71.98,3,NA,10,20
51.08,48.92,92.28,18,24,2.5,20
NA,NA,NA,3,NA,10,12
NA,NA,NA,5,NA,10,11
21.92,15.08,74.56,14,18,10,10
64.94,60.08,84.26,3,NA,10,14
NA,NA,NA,4,NA,10,14
37.04,28.04,69.63,4,NA,10,10
NA,NA,NA,3,NA,10,7
NA,NA,NA,NA,NA,NA,NA
62.06,42.98,49.55,8,NA,10,19
71.06,68,90.06,6,NA,8,11
73.4,44.6,35.66,3,NA,10,16
53.06,44.96,73.89,0,NA,10,7
78.08,69.98,76.19,3,NA,10,16
NA,NA,NA,3,NA,10,9
NA,NA,NA,0,NA,10,11
73.94,64.04,71.22,0,NA,10,12
69.08,51.08,52.67,4,NA,9,20
55.94,53.06,90.03,0,NA,6,9
84.92,66.92,54.9,4,NA,8,18
NA,NA,NA,NA,NA,NA,NA
39.92,37.04,89.34,13,NA,4,12
NA,NA,NA,6,NA,10,7
33.08,19.94,58.08,10,NA,10,7
44.06,35.96,72.98,6,NA,10,10
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,NA,10,15
60.98,33.98,36.19,15,NA,10,11
39.02,30.02,69.86,13,21,10,7
39.02,21.02,48.07,5,NA,10,20
69.1,62.1,78.39,5,NA,10,6
64.94,39.92,39.79,8,NA,10,18
84.92,66.02,53.21,8,NA,10,14
NA,NA,NA,7,NA,8,13
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,15,1.5,16
80.96,66.02,60.49,9,NA,10,20
71.06,66.92,86.77,9,16,10,7
NA,NA,NA,0,NA,8,17
55.94,50,80.4,0,NA,10,11
NA,NA,NA,3,NA,10,11
69.98,21.02,15.52,6,NA,10,13
51.08,46.94,85.67,5,NA,4,8
69.08,62.06,78.33,5,NA,10,15
21.92,-2.02,34.27,10,17,10,23
NA,NA,NA,4,NA,10,10
39.92,33.08,76.32,6,NA,10,18
30.92,28.94,92.26,0,NA,10,8
50,30.92,47.68,12,NA,10,13
NA,NA,NA,NA,NA,NA,NA
66.02,60.98,83.79,4,NA,10,16
32,28.4,86.39,10,NA,2,21
NA,NA,NA,0,NA,10,12
44.96,37.94,76.25,5,NA,10,13
57.92,57.02,96.81,10,NA,2,10
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,10,10
55.94,37.94,50.72,0,NA,10,14
82.94,69.08,63.03,4,NA,8,15
50,28.04,42.39,5,NA,10,16
69.98,15.98,12.5,4,NA,10,15
51.8,48.2,87.47,4,NA,1.5,22
32,10.94,40.99,16,NA,10,17
55.04,53.96,96.14,0,NA,6,13
53.96,48.92,83,0,NA,6,7
NA,NA,NA,10,NA,10,7
78.98,75.02,87.7,0,NA,10,12
59,51.98,77.49,15,19,10,12
51.98,30.02,42.72,9,NA,10,17
71.06,66.92,86.77,4,NA,9,11
33.08,24.08,69.17,0,NA,10,15
53.96,46.04,74.48,7,NA,10,17
53.06,41,63.47,7,NA,10,15
